184,6.4,2.7,5.3,1.9,Iris-virginica
185,6.8,3.0,5.5,2.1,Iris-virginica
186,5.7,2.5,5.0,2.0,Iris-virginica
187,5.8,2.8,5.1,2.4,Iris-virginica
188,6.4,3.2,5.3,2.3,Iris-virginica
189,6.5,3.0,5.5,1.8,Iris-virginica
190,7.7,3.8,6.7,2.2,Iris-virginica
191,7.7,2.6,6.9,2.3,Iris-virginica
192,6.0,2.2,5.0,1.5,Iris-virginica
193,6.9,3.2,5.7,2.3,Iris-virginica
194,5.6,2.8,4.9,2.0,Iris-virginica
195,7.7,2.8,6.7,2.0,Iris-virginica
196,6.3,2.7,4.9,1.8,Iris-virginica
197,6.7,3.3,5.7,2.1,Iris-virginica
198,7.2,3.2,6.0,1.8,Iris-virginica
199,6.2,2.8,4.8,1.8,Iris-virginica
200,6.1,3.0,4.9,1.8,Iris-virginica
201,6.4,2.8,5.6,2.1,Iris-virginica
202,7.2,3.0,5.8,1.6,Iris-virginica
203,7.4,2.8,6.1,1.9,Iris-virginica
204,7.9,3.8,6.4,2.0,Iris-virginica
205,6.4,2.8,5.6,2.2,Iris-virginica
206,6.3,2.8,5.1,1.5,Iris-virginica
207,6.1,2.6,5.6,1.4,Iris-virginica
208,7.7,3.0,6.1,2.3,Iris-virginica
209,6.3,3.4,5.6,2.4,Iris-virginica
210,6.4,3.1,5.5,1.8,Iris-virginica
211,6.0,3.0,4.8,1.8,Iris-virginica
212,6.9,3.1,5.4,2.1,Iris-virginica
213,6.7,3.1,5.6,2.4,Iris-virginica
214,6.9,3.1,5.1,2.3,Iris-virginica
215,5.8,2.7,5.1,1.9,Iris-virginica
216,6.8,3.2,5.9,2.3,Iris-virginica
217,6.7,3.3,5.7,2.5,Iris-virginica
218,6.7,3.0,5.2,2.3,Iris-virginica
219,6.3,2.5,5.0,1.9,Iris-virginica
220,6.5,3.0,5.2,2.0,Iris-virginica
221,6.2,3.4,5.4,2.3,Iris-virginica
222,5.9,3.0,5.1,1.8,Iris-virginica












































































