0.31,-0.818,2
0.14,-0.614,2
0.192,-0.682,2
0.148,-0.72,2
0.15,-0.664,2
0.134,-0.71,2
0.218,-0.746,2
0.252,-0.75,2
0.26,-0.69,2
0.178,-0.654,2
0.284,-0.718,2
0.316,-0.724,2
0.34,-0.736,2
0.306,-0.78,2
0.45,-0.782,2
0.434,-0.738,2
0.362,-0.802,2
0.376,-0.836,2
0.418,-0.794,2
0.408,-0.728,2
0.398,-0.66,2
0.346,-0.69,2
0.296,-0.668,2
0.39,-0.668,2
0.424,-0.598,2
0.378,-0.56,2
0.332,-0.532,2
0.276,-0.514,2
0.224,-0.456,2
0.208,-0.424,2
0.148,-0.426,2
0.198,-0.496,2
0.228,-0.492,2
0.148,-0.506,2
0.198,-0.454,2
0.268,-0.41,2
0.296,-0.376,2
0.354,-0.384,2
0.364,-0.456,2
0.38,-0.5,2
0.322,-0.456,2
0.434,-0.512,2
0.434,-0.472,2
0.442,-0.564,2
0.512,-0.516,2
0.532,-0.446,2
0.536,-0.348,2
0.556,-0.302,2
0.556,-0.26,2
0.472,-0.446,2
0.506,-0.374,2
0.496,-0.29,2
0.54,-0.262,2
0.606,-0.258,2
0.66,-0.262,2
0.62,-0.336,2
0.606,-0.376,2
0.584,-0.45,2
0.58,-0.486,2
0.588,-0.556,2
0.542,-0.618,2
0.518,-0.622,2
0.514,-0.572,2
0.576,-0.562,2
0.352,-0.514,2
0.486,-0.504,2
0.482,-0.576,2
0.478,-0.662,2
0.474,-0.718,2
0.548,-0.676,2
0.596,-0.618,2
0.636,-0.622,2
0.682,-0.62,2
0.772,-0.568,2
0.794,-0.546,2
0.84,-0.512,2
0.904,-0.456,2
0.894,-0.424,2
0.898,-0.514,2
0.868,-0.484,2
0.89,-0.46,2
0.8,-0.51,2
0.836,-0.552,2
0.734,-0.6,2
0.776,-0.624,2
0.838,-0.594,2
0.892,-0.566,2
0.9,-0.512,2
0.928,-0.482,2
0.734,-0.618,2
0.704,-0.65,2
0.55,-0.672,2
0.6,-0.684,2
0.614,-0.708,2
0.622,-0.778,2
0.532,-0.774,2
0.518,-0.792,2
0.46,-0.828,2
0.434,-0.838,2
0.428,-0.922,2
0.55,-0.814,2
0.608,-0.846,2
0.636,-0.882,2
0.656,-0.928,2
0.616,-0.956,2
0.614,-0.886,2
0.634,-0.804,2
0.682,-0.812,2
0.698,-0.866,2
0.728,-0.898,2
0.758,-0.936,2
0.68,-0.934,2
0.718,-0.934,2
0.698,-0.868,2
0.66,-0.832,2
0.748,-0.88,2
0.77,-0.924,2
0.792,-0.944,2
0.514,-0.626,2
0.472,-0.678,2
0.466,-0.714,2
0.462,-0.61,2
0.51,-0.622,2
0.428,-0.698,2
0.528,-0.672,2
0.522,-0.724,2
0.94,-0.578,2
