0.828,-0.398,2
0.804,-0.444,2
0.89,-0.438,2
0.966,-0.324,2
0.956,-0.236,2
0.956,-0.14,2
0.944,-0.076,2
0.912,-0.114,2
0.94,-0.056,2
0.96,-0.032,2
0.89,-0.214,2
0.766,-0.566,2
0.808,-0.526,2
0.816,-0.526,2
0.816,-0.526,2
0.862,-0.622,2
0.91,-0.684,2
0.844,-0.674,2
0.81,-0.642,2
0.952,-0.698,2
0.858,-0.542,2
0.786,-0.518,2
0.724,-0.53,2
0.702,-0.568,2
0.708,-0.61,2
0.732,-0.662,2
0.742,-0.706,2
0.754,-0.802,2
0.738,-0.862,2
0.74,-0.9,2
0.744,-0.962,2
0.746,-0.716,2
0.756,-0.596,2
0.776,-0.644,2
0.8,-0.702,2
0.812,-0.806,2
0.82,-0.856,2
0.804,-0.928,2
0.828,-0.726,2
0.808,-0.71,2
0.872,-0.87,2
0.88,-0.898,2
0.962,-0.402,2
0.968,-0.466,2
0.966,-0.526,2
0.892,-0.566,2
0.948,-0.602,2
0.972,-0.652,2
0.146,-0.336,2
0.154,-0.378,2
0.136,-0.446,2
0.088,-0.316,2
0.016,-0.218,2
0.072,-0.2,2
0.076,-0.414,2
0.05,-0.502,2
0.034,-0.622,2
0.39,-0.164,2
0.388,-0.276,2
0.546,-0.36,2
0.57,-0.26,2
0.738,-0.192,2
0.724,-0.092,2
0.254,-0.07,2
0.246,-0.8,2
0.278,-0.89,2
0.66,-0.618,2
0.62,-0.744,2
0.606,-0.884,2
0.432,-0.686,2
0.182,-0.056,1
0.226,-0.118,1
0.264,-0.216,1
0.326,-0.266,1
0.378,-0.314,1
0.448,-0.354,1
0.484,-0.278,1
0.488,-0.19,1
0.414,-0.084,1
0.392,-0.118,1
0.338,-0.17,1
0.386,-0.238,1
0.496,-0.232,1
0.644,-0.202,1
0.654,-0.132,1
0.736,-0.086,1
0.796,-0.072,1
0.846,-0.046,1
0.798,-0.116,1
0.754,-0.156,1
0.704,-0.202,1
0.696,-0.258,1
0.654,-0.346,1
0.638,-0.398,1
0.596,-0.414,1
0.522,-0.438,1
0.464,-0.44,1
0.442,-0.414,1
0.344,-0.38,1
0.342,-0.308,1
0.302,-0.28,1
0.256,-0.208,1
0.228,-0.148,1
0.17,-0.108,1
0.146,-0.05,1
0.202,-0.024,1
0.37,-0.032,1
0.522,-0.052,1
0.696,-0.052,1
0.736,-0.032,1
0.778,-0.048,1
0.67,-0.086,1
0.592,-0.094,1
0.56,-0.142,1
0.608,-0.186,1
0.696,-0.172,1
0.702,-0.156,1
0.526,-0.254,1
0.53,-0.262,1
0.53,-0.262,1
0.56,-0.282,1
0.668,-0.286,1
0.638,-0.306,1
0.584,-0.344,1
0.572,-0.402,1
0.606,-0.404,1
0.584,-0.43,1
0.396,-0.39,1
0.41,-0.364,1
0.514,-0.26,1
0.472,-0.188,1
0.494,-0.15,1
0.474,-0.134,1
0.432,-0.22,1
0.432,-0.102,1
0.522,-0.102,1
0.64,-0.046,1
0.714,-0.042,1
0.804,-0.044,1
0.866,-0.028,1
0.886,-0.032,1
0.92,-0.034,1
0.878,-0.066,1
0.822,-0.112,1
0.806,-0.162,1
0.606,-0.162,1
0.56,-0.112,1
0.558,-0.174,1
0.556,-0.194,1
0.576,-0.212,1
0.648,-0.138,1
0.6,-0.094,1
0.512,-0.074,1
0.462,-0.092,1
0.45,-0.134,1
0.65,-0.032,1
0.672,-0.052,1
0.56,-0.05,1
0.434,-0.046,1
0.294,-0.052,1
0.298,-0.08,1
0.344,-0.11,1
0.348,-0.122,1
0.288,-0.814,1
0.246,-0.87,1
0.334,-0.87,1
0.504,-0.88,1
0.586,-0.91,1
0.664,-0.9,1
0.676,-0.822,1
0.674,-0.734,1
0.654,-0.634,1
0.56,-0.602,1
0.474,-0.568,1
0.39,-0.594,1
0.344,-0.642,1
0.312,-0.716,1
0.244,-0.786,1
0.246,-0.862,1
0.19,-0.922,1
0.18,-0.93,1
0.18,-0.93,1
0.198,-0.874,1
0.204,-0.868,1
0.204,-0.868,1
0.116,-0.944,1
0.238,-0.94,1
0.426,-0.934,1
0.424,-0.94,1
0.424,-0.94,1
0.242,-0.918,1
0.478,-0.788,1
0.466,-0.83,1
0.322,-0.712,1
0.38,-0.738,1
0.462,-0.738,1
0.538,-0.658,1
0.568,-0.6,1
0.494,-0.58,1
0.466,-0.64,1
0.514,-0.628,1
0.56,-0.586,1
0.592,-0.57,1
0.554,-0.552,1
0.548,-0.534,1
0.592,-0.69,1
0.628,-0.604,1
0.62,-0.556,1
0.58,-0.648,1
0.648,-0.67,1
0.698,-0.674,1
0.614,-0.836,1
0.566,-0.806,1
0.546,-0.728,1
0.518,-0.806,1
0.542,-0.872,1
0.554,-0.942,1
0.462,-0.96,1
0.358,-0.796,1
0.442,-0.796,1
0.398,-0.836,1
0.398,-0.866,1
0.356,-0.956,1
0.282,-0.98,1
0.608,-0.934,1
0.622,-0.938,1
0.64,-0.972,1
0.566,-0.974,1
0.696,-0.95,1
0.694,-0.938,1
0.708,-0.802,1
0.71,-0.854,1
0.746,-0.83,1
0.772,-0.872,1
0.776,-0.904,1
0.784,-0.926,1
0.812,-0.964,1
0.774,-0.968,1
0.756,-0.934,1
0.686,-0.886,1
0.652,-0.834,1
0.51,-0.698,1
0.418,-0.654,1
0.372,-0.688,1
0.29,-0.75,1
0.252,-0.81,1
0.198,-0.83,1
0.156,-0.896,1
0.424,-0.41,1
0.39,-0.404,1
0.352,-0.406,1
0.258,-0.28,1
0.186,-0.146,1
0.176,-0.562,1
0.132,-0.632,1
0.078,-0.356,1
0.816,-0.278,1
0.906,-0.322,1
0.776,-0.404,1
0.88,-0.7,1
